id,Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Expected_Lifetime,Launch_Site,Launch_Vehicle,longitude_radians_of_geo,Inclination_radians
Globalstar M071 (Globalstar 71),65,5,4,2,2,1412.0,1415.0,0.00018999999999999998,114.1,450.0,350.0,1500.0,10.0,0,111,,0.9075712109999999
Globalstar M072 (Globalstar 72),65,5,4,2,2,1412.0,1416.0,0.00026000000000000003,114.1,450.0,350.0,1500.0,10.0,0,111,,0.9075712109999999
"Globalstar M073 (Globalstar 73, Globalstar 2-6)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,111,,0.9075712109999999
"Globalstar M074 (Globalstar 74, Globalstar 2-2)",65,5,4,2,2,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,15.0,0,111,,0.9075712109999999
"Globalstar M075 (Globalstar 75, Globalstar 2-5)",65,5,4,2,2,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,15.0,0,111,,0.9075712109999999
"Globalstar M076 (Globalstar 76, Globalstar 2-3)",65,5,4,2,2,1412.0,1415.0,0.00018999999999999998,114.1,700.0,,1700.0,15.0,0,111,,0.9075712109999999
"Globalstar M077 (Globalstar 77, Globalstar 2-4)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,111,,0.9075712109999999
"Globalstar M078 (Globalstar 95, Globalstar 2-23)",65,5,4,2,2,1412.0,1415.0,0.00018999999999999998,114.08,700.0,,1700.0,15.0,0,106,,0.907396678
"Globalstar M079 (Globalstar 79, Globalstar 2-1)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,111,,0.9075712109999999
"Globalstar M080 (Globalstar 80, Globalstar 2-14)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,106,,0.9075712109999999
"Globalstar M081 (Globalstar 81, Globalstar 2-11)",65,5,4,2,2,1412.0,1415.0,0.00018999999999999998,114.1,700.0,,1700.0,15.0,0,105,,0.9075712109999999
"Globalstar M082 (Globalstar 82, Globalstar 2-15)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,106,,0.9075712109999999
"Globalstar M083 (Globalstar 83, Globalstar 2-7)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,105,,0.9075712109999999
"Globalstar M084 (Globalstar 84, Globalstar 2-13)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,106,,0.9075712109999999
"Globalstar M085 (Globalstar 85, Globalstar 2-10)",65,5,4,2,2,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,15.0,0,105,,0.9075712109999999
"Globalstar M086 (Globalstar 86, Globalstar 2-18)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,106,,0.9075712109999999
"Globalstar M088 (Globalstar 88, Globalstar 2-8)",65,5,4,2,2,1412.0,1415.0,0.00018999999999999998,114.1,700.0,,1700.0,15.0,0,105,,0.9075712109999999
"Globalstar M089 (Globalstar 89, Globalstar 2-12)",65,5,4,2,2,1459.0,1739.0,0.01757,118.2,700.0,,1700.0,15.0,0,105,,1.291543646
"Globalstar M090 (Globalstar 90, Globalstar 2-17)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,106,,0.9075712109999999
"Globalstar M091 (Globalstar 91, Globalstar 2-9)",65,5,4,2,2,1413.0,1415.0,0.00013000000000000002,114.1,700.0,,1700.0,15.0,0,105,,0.9075712109999999
"Globalstar M092 (Globalstar 92, Globalstar 2-16)",65,5,4,2,2,1413.0,1414.0,5.9999999999999995e-05,114.1,700.0,,1700.0,15.0,0,106,,0.9075712109999999
"Globalstar M093 (Globalstar 87, Globalstar 2-20)",65,5,4,2,2,1360.0,1400.0,0.0025800000000000003,113.35,700.0,,1700.0,15.0,0,106,,0.907222145
"Globalstar M094 (Globalstar 93, Globalstar 2-21)",65,5,4,2,2,915.0,927.0,0.00082,103.44,700.0,,1700.0,15.0,0,106,,0.9077457440000001
"Globalstar M095 (Globalstar 96, Globalstar 2-24)",65,5,4,2,2,1409.0,1418.0,0.00058,114.08,700.0,,1700.0,15.0,0,106,,0.907222145
"Globalstar M096 (Globalstar 94, Globalstar 2-22)",65,5,4,2,2,918.0,928.0,0.0006900000000000001,103.48,700.0,,1700.0,15.0,0,106,,0.9077457440000001
"Globalstar M097 (Globalstar 78, Globalstar 2-19)",65,5,4,2,2,1370.0,1391.0,0.00135,113.96,700.0,,1700.0,15.0,0,106,,0.9077457440000001
"Glonass 701 (Glonass-K, Cosmos 2471)",48,16,28,3,,19116.0,19146.0,0.00059,675.78,935.0,,1700.0,10.0,12,104,,1.130449757
"Glonass 712 (Glonass M, Cosmos 2413)",48,16,28,3,,19134.0,19141.0,0.00014,676.1,1480.0,,1600.0,7.0,0,97,,1.130973355
Glonass 714 (Cosmos 2419),48,16,28,3,,19118.0,19125.0,0.00014,675.39,1480.0,,1600.0,7.0,0,97,,1.130973355
"Glonass 715 (Glonass 35-1, Cosmos 2424)",48,16,28,3,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,7.0,0,97,,1.130973355
"Glonass 716 (Glonass 35-2, Cosmos 2425)",48,16,28,3,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,7.0,0,97,,1.130973355
"Glonass 717 (Glonass 35-3, Cosmos 2426)",48,16,28,3,,19130.0,19130.0,0.0,675.75,1480.0,,1600.0,7.0,0,97,,1.130973355
"Glonass 719 (Glonass 36-2, Cosmos 2432)",48,16,28,3,,19094.0,19171.0,0.00151,675.83,1480.0,,1600.0,7.0,0,97,,1.132718685
"Glonass 720 (Glonass 36-3, Cosmos 2433)",48,16,28,3,,19124.0,19133.0,0.00018,675.67,1480.0,,1600.0,7.0,0,97,,1.132718685
"Glonass 721 (Glonass 37-1, Cosmos 2434)",48,16,28,3,,19142.0,19378.0,0.0046,680.91,1480.0,,1600.0,7.0,0,98,,1.1285298940000001
"Glonass 722 (Glonass 37-2, Cosmos 2435)",48,16,28,3,,18981.0,19126.0,0.00285,672.7,1480.0,,1600.0,7.0,0,98,,1.128355361
"Glonass 723 (Glonass 37-3, Cosmos 2436)",48,16,28,3,,19147.0,19365.0,0.00425,680.75,1480.0,,1600.0,7.0,0,98,,1.128704427
"Glonass 724 (Glonass 38-1, Cosmos 2442)",48,16,28,3,,19092.0,19141.0,0.0009599999999999999,675.2,1480.0,,1600.0,7.0,0,98,,1.130798822
"Glonass 725 (Glonass 38-2, Cosmos 2443)",48,16,28,3,,19134.0,19145.0,0.00022,676.1,1480.0,,1600.0,7.0,0,98,,1.130798822
"Glonass 726 (Glonass 38-3, Cosmos 2444)",48,16,28,3,,19136.0,19141.0,0.0001,676.07,1480.0,,1600.0,7.0,0,98,,1.131322421
"Glonass 727 (Glonass 39-1, Cosmos 2447)",48,16,28,3,,19112.0,19142.0,0.00059,675.62,1415.0,,1000.0,7.0,0,98,,1.1314969540000002
"Glonass 729 (Glonass 39-3, Cosmos 2449)",48,16,28,3,,18922.0,19135.0,0.00419,671.71,1415.0,,1000.0,7.0,0,98,,1.130798822
"Glonass 730 (Glonass 41-1, Cosmos 2456)",48,16,28,3,,19132.0,19419.0,0.0056,681.53,1415.0,,1000.0,7.0,0,98,,1.1311478879999999
"Glonass 731 (Glonass 42-1, Cosmos 2459)",48,16,28,3,,19119.0,19146.0,0.00053,675.85,1415.0,,1000.0,7.0,0,98,,1.130275224
"Glonass 732 (Glonass 42-3, Cosmos 2460)",48,16,28,3,,19131.0,19133.0,4e-05,675.81,1415.0,,1000.0,7.0,0,98,,1.130449757
"Glonass 733 (Glonass 41-2, Cosmos 2457)",48,16,28,3,,18864.0,19130.0,0.00524,670.47,1415.0,,1000.0,7.0,0,98,,1.130624289
"Glonass 734 (Glonass 41-3, Cosmos 2458)",48,16,28,3,,19098.0,19129.0,0.00061,675.08,1415.0,,1000.0,7.0,0,98,,1.130973355
"Glonass 735 (Glonass 42-2, Cosmos 2461)",48,16,28,3,,19128.0,19135.0,0.00014,675.81,1415.0,,1000.0,7.0,0,98,,1.130449757
"Glonass 736 (Glonass 43-1, Cosmos 2464)",48,16,28,3,,18909.0,19123.0,0.00421,671.2,1415.0,,1000.0,7.0,0,98,,1.131322421
"Glonass 737 (Glonass 43-2, Cosmos 2465)",48,16,28,3,,19116.0,19380.0,0.00515,680.43,1415.0,,1000.0,7.0,0,98,,1.131671487
"Glonass 738 (Glonass 43-3, Cosmos 2466)",48,16,28,3,,19079.0,19175.0,0.0018800000000000002,675.61,1415.0,,1000.0,7.0,0,98,,1.131671487
"Glonass 742 (Glonass-M, Cosmos 2474)",48,16,28,3,,19126.0,19158.0,0.00063,676.2,1415.0,,1000.0,10.0,12,104,,1.131322421
"Glonass 743 (Glonass 44-2, Cosmos 2476)",48,16,28,3,,19142.0,19204.0,0.00121,677.46,1415.0,,1000.0,10.0,0,98,,1.130973355
"Glonass 744 (Glonass 44-3, Cosmos 2477)",48,16,28,3,,19150.0,19199.0,0.0009599999999999999,677.5,1415.0,,1000.0,10.0,0,98,,1.130973355
"Glonass 745 (Glonass 44-1, Cosmos 2475)",48,16,28,3,,19139.0,19212.0,0.00143,677.54,1415.0,,1000.0,10.0,0,98,,1.130624289
"Glonass 746 (Glonass-M, Cosmos 2478)",48,16,28,3,,19130.0,19162.0,0.00063,676.38,1415.0,,1000.0,10.0,12,104,,1.131322421
"Glonass 747 (Glonass-M, Cosmos 2485)",48,16,28,3,,19087.0,19173.0,0.0016899999999999999,675.73,1415.0,,1000.0,10.0,12,104,,1.130449757
"GOES 13 (Geostationary Operational Environmental Satellite, GOES-N)",65,10,17,1,,35768.0,35801.0,0.00039,1436.0,3200.0,1533.0,2300.0,7.0,1,33,-1.8285814569999999,0.004886922
"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",65,10,17,1,,35170.0,35170.0,0.0,1436.0,3200.0,1533.0,2300.0,10.0,1,33,-1.5620696809999999,0.0
"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",65,10,17,1,,35786.0,35788.0,2e-05,1436.14,3175.0,2180.0,,10.0,1,33,-1.56084795,0.007330383
"GOES 3 (Geostationary Operational Environmental Satellite, GOES-C)",65,0,4,1,,35772.0,35800.0,0.00033,1436.08,627.0,,,7.0,1,32,-1.770461993,0.249582083
Gktrk 2,61,15,12,2,6,669.0,690.0,0.00149,98.35,409.0,,,5.0,5,59,,1.713215194
Gonets D1-1,48,8,4,2,2,1398.0,1415.0,0.00109,113.9,240.0,,120.0,,12,131,,1.4416419619999998
Gonets D1-2,48,7,4,2,2,1405.0,1415.0,0.00064,114.0,240.0,,120.0,,12,131,,1.4416419619999998
Gonets D1-3,48,7,4,2,2,1408.0,1417.0,0.00058,114.0,240.0,,120.0,,12,131,,1.4416419619999998
Gonets M-12,48,7,4,2,2,1497.0,1510.0,0.0008300000000000001,116.1,270.0,,120.0,0.5,12,100,,1.439896633
Gonets M-13,48,7,4,2,2,1478.0,1510.0,0.00203,115.9,270.0,,120.0,0.5,12,100,,1.439896633
Gonets M-14,48,7,4,2,,1482.0,1507.0,0.00159,115.86,270.0,,120.0,0.5,12,100,,1.4397221000000002
Gonets M-15,48,7,4,2,2,1480.0,1511.0,0.00197,115.9,270.0,,120.0,0.5,12,100,,1.439896633
Gonets M-16,48,7,4,2,,1493.0,1508.0,0.00095,116.0,270.0,,120.0,0.5,12,100,,1.4397221000000002
Gonets M-17,48,7,4,2,,1494.0,1509.0,0.00095,116.02,270.0,,120.0,0.5,12,100,,1.614255025
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",24,0,16,2,4,435.0,450.0,0.0011,93.4,480.0,445.0,150.0,5.0,12,100,,1.553343034
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",24,0,16,2,4,434.0,451.0,0.00125,93.4,480.0,445.0,150.0,5.0,12,100,,1.553343034
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",35,0,16,2,6,668.0,670.0,0.00014,98.1,1750.0,,3800.0,5.0,19,48,,1.712167996
GSAT-10,27,10,4,1,,35777.0,35795.0,0.00021,1436.07,3400.0,1493.0,,15.0,3,7,1.448623279,0.001047198
GSAT-12,27,10,4,1,,35761.0,35811.0,0.00059,1436.1,1410.0,559.0,1430.0,8.0,16,83,1.4475760819999999,0.001570796
GSAT-14,27,10,4,1,,35763.0,35810.0,0.00056,1436.1,1982.0,,,12.0,16,45,1.291543646,0.004014257
GSAT-2,27,10,10,1,,35776.0,35796.0,0.00023999999999999998,1436.07,1825.0,,,0.5,13,46,0.838456173,0.000698132
GSAT-7,27,15,4,1,,35757.0,35814.0,0.0006799999999999999,1436.0,2650.0,,,7.0,3,8,1.291543646,0.003316126
GSAT-8,27,10,8,1,,35782.0,35796.0,0.00016999999999999999,1436.23,3093.0,1426.0,6250.0,12.0,3,7,0.959931089,0.001570796
"Haiyang 1B (HY 1B, Ocean 1B)",11,10,24,2,,782.0,803.0,0.00147,100.7,500.0,,450.0,3.0,18,58,,1.7174039840000002
Haiyang 2A (HY 2A),11,10,24,2,,965.0,967.0,0.00014,104.4,1500.0,,,3.0,18,66,,1.7348572759999998
HAMSat (VUSat Oscar 52),27,11,4,2,6,601.0,636.0,0.0025,97.1,42.5,42.0,,,13,87,,1.70344135
Helios 2A,21,15,30,2,6,681.0,683.0,0.00014,98.0,4200.0,1700.0,2900.0,5.0,3,9,,1.712167996
Helios 2B,21,15,30,2,6,679.0,682.0,0.00021,98.37,4200.0,1700.0,2900.0,5.0,3,7,,1.712167996
"HellasSat 2 (Intelsat K-TV, NSS K-TV)",25,5,4,1,,35769.0,35803.0,0.0004,1436.08,3300.0,,7600.0,15.0,1,19,0.681725606,0.000174533
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",65,11,1,2,2,535.0,551.0,0.00116,95.5,293.0,,414.0,3.0,1,92,,0.663225116
Hinode (Solar B),42,10,38,2,,670.0,696.0,0.0018399999999999998,98.4,700.0,530.0,1000.0,3.0,20,51,,1.712167996
"Hisaki (Sprint A, Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere)",35,10,41,0,,952.0,1155.0,0.013669999999999998,106.27,348.0,,900.0,1.0,20,42,,0.5410520679999999
Hispasat 1C,55,6,4,1,,35764.0,35808.0,0.0005200000000000001,1436.08,3112.0,1304.0,6000.0,15.0,1,14,-0.522377045,0.000523599
Hispasat 1D,55,6,4,1,,35764.0,35809.0,0.00053,1436.11,3288.0,1382.0,6200.0,15.0,1,14,-0.522726111,0.000349066
Hispasat 1E,55,5,4,1,,35782.0,35786.0,5e-05,1435.95,5320.0,2175.0,14000.0,15.0,3,7,-0.523598776,0.00122173
HJ-1A (Huan Jing 1A),11,10,31,2,4,628.0,665.0,0.00264,97.7,470.0,,,3.0,18,58,,1.7069320080000001
HJ-1B (Huan Jing 1B),11,10,31,2,4,621.0,673.0,0.00371,97.7,470.0,,,3.0,18,58,,1.7069320080000001
HJ-1C (Huan Jing 1C),11,10,31,2,,489.0,503.0,0.0010199999999999999,94.53,890.0,,,3.0,18,58,,1.6990780269999999
Ho'oponopono-2 (H2),65,0,29,2,,499.0,504.0,0.00036,94.65,3.5,,,1.0,22,74,,0.70703288
Horizons 2,71,5,4,1,,35777.0,35796.0,0.00022999999999999998,1436.1,2300.0,,4700.0,15.0,3,7,1.483529864,0.0
Horyu-2 (High Voltage Technology Demonstration Satellite-2),35,0,44,2,6,650.0,669.0,0.00135,97.9,7.1,,,1.0,19,48,,1.713913325
"Hubble Space Telescope (HST, Space Telescope)",14,10,3,2,2,555.0,559.0,0.00029,95.8,11110.0,,2400.0,10.0,1,115,,0.497418837
HumSat-D,55,0,44,2,6,590.0,640.0,0.00358,96.9,1.0,,,,2,39,,1.7069320080000001
HYLAS 1 (Highly Adaptable Satellite),76,5,4,1,,35770.0,35803.0,0.00039,1436.07,2242.0,,,15.0,3,7,-0.584685299,0.000174533
HYLAS 2 (Highly Adaptable Satellite),76,5,4,1,,35775.0,35799.0,0.00028,1436.14,3311.0,1532.0,,15.0,3,8,0.584685299,0.001047198
ICube,46,10,44,2,6,590.0,639.0,0.00351,96.9,1.0,,,,2,39,,1.7069320080000001
IGS-1A (Information Gathering Satellite 1A),35,10,30,2,6,485.0,491.0,0.00044,94.36,850.0,,,5.0,19,48,,1.698205362
IGS-3A (Information Gathering Satellite 3A),35,10,30,2,6,484.0,492.0,0.00058,94.37,850.0,,,5.0,19,48,,1.698205362
"IGS-5A (Information Gathering Satellite 5A, IGS Optical 3)",35,10,30,2,6,484.0,492.0,0.00058,94.37,1600.0,,,5.0,19,48,,1.698379895
"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",35,10,30,2,6,588.0,591.0,0.00022,96.47,1600.0,,,5.0,19,48,,1.7050121459999998
"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",35,10,30,2,6,512.0,514.0,0.00015,94.89,1600.0,,,5.0,19,48,,1.7009978890000002
"IGS-8A (Information Gathering Satellite 8A, IGS Radar 4)",35,10,30,2,6,509.0,514.0,0.00036,94.85,1600.0,,,5.0,19,48,,1.7016960209999998
"IGS-8B (Information Gathering Satellite 8B, IGS Optical Demonstrator)",35,10,30,2,6,,,,,,,,5.0,19,48,,
Ikonos-2,65,5,31,2,6,678.0,680.0,0.00014,98.3,726.0,,,7.0,21,11,,1.712167996
"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",65,15,20,0,3,1111.0,37564.0,0.7090000000000001,684.0,4000.0,,,,21,33,,1.099557429
"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",65,15,20,0,3,1112.0,37580.0,0.70905,684.0,4200.0,,,,21,19,,1.109331273
"IMS 1 (Indian Mini-Satellite, TWSat)",27,10,31,2,6,620.0,637.0,0.00121,97.3,83.0,,220.0,,16,90,,1.7069320080000001
INMARSAT 3 F1,76,5,4,1,,35764.0,35808.0,0.0005200000000000001,1436.08,2064.0,860.0,,13.0,1,15,1.126784565,0.0013962629999999998
INMARSAT 3 F2,76,5,4,1,,35763.0,35809.0,0.00055,1436.1,2070.0,860.0,,13.0,0,95,-0.2708751,0.0013962629999999998
INMARSAT 3 F4,76,5,4,1,,35609.0,35642.0,0.00039,1427.91,2066.0,860.0,,13.0,3,4,-2.188468349,0.001047198
INMARSAT 3 F5,76,5,4,1,,35769.0,35803.0,0.0004,1436.07,2000.0,895.0,2800.0,13.0,3,4,0.43755404299999995,0.000698132
INMARSAT 4 F1,76,5,4,1,,35772.0,35799.0,0.00032,1436.08,5959.0,,13000.0,15.0,1,19,1.11631259,0.040142573
INMARSAT 4 F2,76,5,4,1,,35773.0,35800.0,0.00032,1436.11,5458.0,,13000.0,15.0,15,138,-0.920835713,0.040666172
INMARSAT 4 F3,76,5,4,1,,35775.0,35798.0,0.00027,1436.1,5960.0,,13000.0,15.0,0,98,-1.704314015,0.05253441
INMARSAT 5 F1,76,5,4,1,,35784.0,35790.0,7e-05,1436.13,6070.0,3750.0,13000.0,15.0,0,98,1.0524335390000001,0.001047198
INSAT 3A (Indian National Satellite),27,10,24,1,,35780.0,35793.0,0.00015,1436.1,2950.0,1348.0,3100.0,12.0,3,7,1.632406449,0.0
INSAT 3C (Indian National Satellite),27,10,4,1,,35764.0,35809.0,0.00053,1436.1,2750.0,1050.0,3200.0,12.0,3,1,1.29293991,0.000698132
INSAT 3D (Indian National Satellite),27,10,24,1,,35782.0,35791.0,0.00011,1436.09,2090.0,,,,3,8,1.4311699869999999,0.00418879
INSAT 3E (Indian National Satellite),27,10,6,1,,35765.0,35807.0,0.0005,1436.08,2750.0,1181.0,2400.0,12.0,3,7,0.961850951,0.002094395
INSAT 4A (Indian National Satellite),27,10,4,1,,35777.0,35796.0,0.00022999999999999998,1436.1,3100.0,,5500.0,12.0,3,9,1.450019543,0.000523599
INSAT 4B (Indian National Satellite),27,10,4,1,,35760.0,35811.0,0.0006,1436.08,3028.0,1335.0,,,3,8,1.631533785,0.000698132
INSAT 4CR (Indian National Satellite),27,10,4,1,,37782.0,37791.0,0.0001,1436.11,2130.0,,3000.0,12.0,16,47,1.291020048,0.000523599
Integral (INTErnational Gamma-Ray Astrophysics Laboratory),15,10,40,0,1,2284.0,152812.0,0.8968799999999999,4032.86,4000.0,3414.0,2000.0,2.0,0,95,,0.90931654
Intelsat 10 (PAS-10),65,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.08,3739.0,2510.0,9600.0,15.0,0,95,1.195899603,0.000698132
Intelsat 10-02 (Thor 4),65,5,4,1,,35783.0,35789.0,7e-05,1436.08,5576.0,,11000.0,13.0,0,95,-0.016580628,0.000349066
Intelsat 11 (PAS 11),65,5,4,1,,35778.0,35795.0,0.0002,1436.1,2491.0,,,15.0,3,7,-0.751538776,0.000523599
Intelsat 14 (IS-14),65,5,4,1,,35771.0,35800.0,0.00033999999999999997,1436.05,5613.0,2517.0,,16.0,1,12,-0.785398163,0.000349066
"Intelsat 15 (IS-15, JCSat 85)",65,5,4,1,,35776.0,35798.0,0.00026000000000000003,1436.12,2550.0,,4600.0,17.0,0,139,1.483529864,0.000872665
Intelsat 16 (IS-16),65,5,4,1,,35783.0,35791.0,9e-05,1436.19,2450.0,,4500.0,15.0,0,98,-1.014385361,0.00122173
Intelsat 17 (IS-17),65,5,4,1,,35770.0,35804.0,0.0004,1436.12,5540.0,2393.0,,16.0,3,7,1.1519173059999999,0.000523599
Intelsat 18 (IS-18),65,5,4,1,,35775.0,35797.0,0.00026000000000000003,1436.09,3200.0,,,15.0,0,133,3.1415926539999997,0.000174533
Intelsat 19 (IS-19),65,5,4,1,,35768.0,35801.0,0.00039,1436.01,5600.0,,15000.0,15.0,15,133,2.897246558,0.002268928
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",65,5,4,1,,35785.0,35788.0,4e-05,1436.11,4793.0,3000.0,15000.0,15.0,3,7,-0.784700032,0.001047198
Intelsat 20 (IS-20),65,5,4,1,,35780.0,35790.0,0.00011999999999999999,1436.03,6094.0,2989.0,19300.0,18.0,3,8,1.195550538,0.000349066
Intelsat 21 (IS-21),65,5,4,1,,35774.0,35811.0,0.00044,1436.39,5984.0,3600.0,,15.0,15,138,-1.012290966,0.001047198
Intelsat 22,65,5,4,1,,35781.0,35792.0,0.00013000000000000002,1436.11,6199.0,,,18.0,0,95,1.256637061,0.000523599
Intelsat 23,65,5,4,1,,35781.0,35797.0,0.00018999999999999998,1436.21,3200.0,1503.0,,16.5,0,98,5.358160804,0.000523599
"Intelsat 25 (IS-25, Protostar 1, Chinasat 8)",65,5,4,1,,35778.0,35793.0,0.00018,1436.1,4100.0,,11000.0,16.0,3,8,5.733406593,0.000349066
"Intelsat 26 (JCSat R, JCSAT-4, Japan Communications Satellite 4)",65,5,4,1,,35779.0,35794.0,0.00018,1436.1,3124.0,1841.0,5200.0,12.0,1,14,0.8726646259999999,0.000349066
"Intelsat 5 (Arabsat 2C, Panamsat-5, PAS-5)",65,5,4,1,,35774.0,35798.0,0.00028,1436.09,2730.0,2519.0,9700.0,15.0,0,97,0.45570546799999995,0.000523599
"Intelsat 603 (Intelsat 6 F-3, IS-603)",65,5,4,1,,35778.0,35795.0,0.0002,1436.12,4200.0,2546.0,2500.0,13.0,3,4,0.346273324,0.104545222
"Intelsat 7 (IS-7, PAS-7)",65,5,4,1,,35775.0,35797.0,0.00026000000000000003,1436.09,3833.0,2118.0,,15.0,3,0,1.199041196,0.0
Intelsat 701,65,5,4,1,,35775.0,35797.0,0.00026000000000000003,1436.08,3642.0,1450.0,3900.0,0.5,3,4,3.1405454560000003,0.000174533
Intelsat 702,65,5,4,1,,35776.0,35796.0,0.00023999999999999998,1436.1,3642.0,1450.0,3900.0,15.0,3,5,0.829031395,0.000349066
Intelsat 706,65,5,4,1,,35776.0,35795.0,0.00022999999999999998,1436.07,3653.0,1450.0,3900.0,15.0,1,14,2.740166926,0.000174533
"Intelsat 8 (IS-8, PAS-8)",65,5,4,1,,35774.0,35798.0,0.00028,1436.08,3592.0,2100.0,,15.0,0,97,2.9496064360000003,0.000349066
Intelsat 805,65,5,4,1,,35775.0,35797.0,0.00026000000000000003,1436.08,3420.0,2200.0,4900.0,14.0,3,2,-0.968483202,0.000174533
"Intelsat 9 (IS-9, PAS-9)",65,5,4,1,,35782.0,35792.0,0.00011999999999999999,1436.14,3659.0,2389.0,9900.0,15.0,15,138,-1.012290966,0.000174533
Intelsat 901,65,5,4,1,,35775.0,35798.0,0.00027,1436.12,4723.0,1972.0,10000.0,13.0,1,14,-0.314333798,0.000174533
Intelsat 902,65,5,4,1,,35775.0,35797.0,0.00026000000000000003,1436.1,4723.0,1972.0,8500.0,13.0,3,4,1.082976801,25.06467339
Intelsat 903,65,5,4,1,,35773.0,358802.0,0.7930699999999999,1436.16,4723.0,1972.0,8600.0,13.0,3,4,-0.603011257,0.000349066
Intelsat 904,65,5,4,1,,35782.0,35789.0,8e-05,1436.07,4680.0,2350.0,8500.0,13.0,0,97,1.048070216,0.000174533
Intelsat 905,65,5,4,1,,35768.0,35805.0,0.00044,1436.12,4723.0,1984.0,10000.0,13.0,3,4,-0.427954733,0.000174533
Intelsat 906,65,5,4,1,,35775.0,35796.0,0.00025,1436.07,4723.0,1955.0,7000.0,13.0,3,4,1.120326847,0.000174533
Intelsat 907,65,5,4,1,,35770.0,35803.0,0.00039,1436.1,4685.0,1973.0,10000.0,13.0,3,4,-0.47909288,0.000349066
Intelsat APR-2 (INSAT 2E),65,5,4,1,,35769.0,35804.0,0.00042,1436.11,2550.0,1150.0,2000.0,12.0,23,70,1.449146878,0.003141593
Intelsat New Dawn,65,5,4,1,,35800.0,35892.0,0.00109,1439.15,3000.0,1283.0,4800.0,15.0,3,7,0.572467995,0.000872665
International Space Station (ISS [first element Zarya]),42,10,37,2,2,401.0,422.0,0.00155,92.8,,,,30.0,0,95,,0.9005898940000001
Interstellar Boundary EXplorer (IBEX),65,10,40,0,1,7000.0,320000.0,0.9212899999999999,0.22,462.0,,,,8,93,,0.19198621800000001
"IPEX (Intelligent Payload Experiment, CalPoly 8)",65,10,44,2,,469.0,890.0,0.02986,98.3,1.0,,,,21,19,,2.103121749
Iridium 10 (Iridium SV010),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 11A (Iridium SVO88),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,18,58,,1.507964474
Iridium 12 (Iridium SV012),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 13 (Iridium SV013),65,12,4,2,4,776.0,780.0,0.00028,100.4,689.0,556.0,1400.0,8.0,0,97,,1.507964474
Iridium 14A (Iridium SV092),65,12,4,2,4,708.0,711.0,0.00021,99.0,689.0,556.0,1400.0,8.0,18,58,,1.509709803
Iridium 15 (Iridium SV015),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
Iridium 18 (Iridium SV018),65,12,4,2,4,776.0,779.0,0.00021,100.4,689.0,556.0,1400.0,8.0,21,30,,1.507964474
